source_id	language	text	path	record_no
raw_b4207d7b59	ko_kp	The true meaning and true value of the great prosperity period of construction unfolded by the great Korean Workers' Party lies in the fact that each and every building rising on this land is a monumental creation that perfectly embodies the people-first principle.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Our party's architectural philosophy of putting the people first is clearly demonstrated in the fact that, above all else, the construction of residential houses, which are directly connected to the lives of the people, is promoted as the most important task of the party and government, and is realized at the highest level even under any unfavorable conditions and environments.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	The dear Comrade General Secretary said that socialism must be built from the hearts of the people and that the housing issue is the issue that our people are most interested in. He placed residential housing construction at the core of the construction policy proposed by the 8th Congress of the Party and ensured that it be carried out unconditionally, regardless of conditions or circumstances. .	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	It was only when the fourth new house was in full swing in the Hwaseong district, which was being transformed into a single city administrative district, that the party finally opened., The people-friendly nature of our party's policies can be seen simply by the fact that a government agency building has been established., Learn about the people-first architectural philosophy.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	It's not just the capital	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	With the 8th Congress of the Workers' Party of Korea as an opportunity, socialist construction entered a period of comprehensive development, and the historic 4th Plenary Meeting of the 8th Central Committee of the Party presented grand goals and fighting tasks for the rapid development of our rural areas.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Our party regards the project of changing the aspect and environment of rural areas as the most important task in socialist rural construction., A people-oriented project desired and cheered by all the people., A new rural civilization of our time, He presented it as a political project that would unfold a new world in which the region would change, and energetically led the struggle to realize it.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	The problem of developing local construction while taking advantage of the characteristics of each region., First, organize the standard groups and create a model to create a bee prevention zone., mountainous area, Socialist rural construction progressed steadily without any momentary stagnation due to the rural construction strategies suggested by the respected Comrade General Secretary during the days of revolutionary leadership that brought about great prosperity in construction, including the issue of setting a model for coastal areas and generalizing it.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Last year alone, more than 32,000 new modern homes with different structures and shapes were built across the country.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Indeed, solving the people's housing problem is a major strategic plan that our Party attaches utmost importance to and will definitely realize for the overall development of the country, and is a basic task in carrying out the construction revolution in the new era.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Our party's architectural philosophy of putting the people first is expressed in the fact that buildings for the people are springing up like mushrooms in every famous place in various parts of the country.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	The reality of ordinary people becoming owners of the best and most prestigious places, fully enjoying the wealth of civilization, and enjoying supreme happiness is a deeply moving canvas that only our party, which perfectly embodies the people-first principle in construction, can unfold.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Pyongyang General Hospital, a monument to the love of the people, which arose in support of the passionate long-awaited wish of the Workers' Party of Korea, and the attic housing complex on the Pothong River, which was splendidly built as a paradise of happiness for the people enjoying the new socialist civilization., The Science and Technology Center, a pinnacle of architectural art, has been built on Ssuk Island, where the Daedong River flows, and large-scale vegetable production bases have sprung up all over the country., The Geumsanpo Salted Fish Processing Factory, built in the scenic Geumsanpo district, is a living product of Juche architecture that has sprung up in auspicious locations personally selected by the respected Comrade General Secretary.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	This isn't the only thing	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Mirim Riding Club and Masikryeong Ski Resort, Okryu Children's Hospital, Ryukyung Dental Hospital, Kimchaek University of Technology Educator's Home, Pyongyang Daedonggang Seafood Restaurant, Pyongyang Orphanage and Children’s Home, Pyongyang Nursing Home, There are many monumental buildings that tell heart-warming stories behind famous places, such as the Wonsan Kalma Coastal Tourist District, which has emerged as one of the world's leading coastal tourist cities.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Our socialist fatherland is the only country where truly ordinary people become owners of the best and most prestigious places, and where the people's wealth is constantly growing in each of those places.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Our party's people-first architectural philosophy also emphasizes good convenience., This is demonstrated by the fact that convenience is guaranteed at the highest level in line with the people's ever-increasing ideological sentiments and needs, based on the principle of sternness and academic excellence.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Construction is the standard of creation that our party pursues for the people., Intuitively recognize the beautiful vision of the future and change people’s life rhythms and habits, It is a cultural revolution process that brings about positive changes in lifestyle.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Although it is difficult and difficult now, we must look far ahead and build a building with the highest level of civilization, which is the standard for architectural creation set forth by our dear Comrade General Secretary.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	In construction, the people's aspirations and needs must be addressed., Our party's noble intention that convenience should be the top priority and that ideology, artistry, and practicality should be perfectly guaranteed in line with the people's emotions and aesthetics is unfolding the century-old dreams and ideals cherished by the people of this land into a brilliant reality.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Gyeongnu-dong’s attic housing complex, which has emerged as an example of modern attic housing complex, and its modernity and practicality, In terms of aesthetics, new streets in Hwaseong District and rural villages across the country are showing new and improved aspects every year., New local industrial factories and general service centers, poetry, Military hospitals are examples of the best civilization that our Party seeks to bring to the people, and they are powerfully leading our people toward a bright future.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	The respected Comrade General Secretary said that prioritizing the people's convenience can be said to be the key in city construction, and he devoted great effort and effort to provide the best to the people.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	All support is provided to the new streets of Hwaseong District, where the grand ideals of the Workers' Party of Korea are condensed., commercial, Convenience service facilities are placed within the residential area, the main roads and feeder roads are connected to ensure the convenience of residents, and an underground crossing is provided for the convenience of residents' daily lives., The meticulous leadership and passionate love of our dear Comrade General Secretary, who cared deeply for everyone from the top to the top, are indescribable.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Indeed, our country is the only country in the world that allows the ecstatic and wonderful downtown areas that arouse the admiration of the world to belong to ordinary people, and provides the working people with unique homes built at the cost of tens of thousands of dollars, free of charge.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Therefore, on this meaningful day when he attended the completion ceremony of the 10,000-unit residence hall in the 4th phase of the Hwaseong District, which concludes the monumental 5-year capital construction plan, the respected Comrade General Secretary passionately said that the reason why the newly built Hwaseong District is so beautiful is because, although it is a masterpiece of the great architects who embody advanced civilization, it is because the true happiness and bright appearance of the people are hidden within it.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Under the leadership of the Party, our architecture will continue to develop endlessly, taking the needs of the people as the absolute standard and leading the civilization of a new era in line with the principle of people-first architecture.	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_b4207d7b59	ko_kp	Headquarters Reporter Kim Seong-min The distance between the people's ideals that has risen as a result of the people-first politics	data\corpus\raw\url_7fa73ba1791a.corpus	1
raw_5f19b02869	ko_kp	Rodong Newspaper Rodong Newspaper Rodong Newspaper Friday, May 29, 2026 Page 3 Friday Science and Technology Learning and Workers How one learns is important. Today, all workers realize the need to acquire advanced science and technology and are putting their heart into learning.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	Administrative and economic workers as well as government officials are generously devoting their time to learn advanced science and technology.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	The problem is not only if you dedicate time and energy, but also if you learn one thing, you will be knowledgeable., You need to learn it so you can use it in real business.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	In reality, we can see workers who seem to study hard, but their level of science and technology does not increase significantly and they do not get many jobs.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	this is not strange at all	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	This is an inevitable phenomenon that occurs in people who are unable to learn science and technology in a practical way and only imitate it in a superficial way.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	On the other hand, there are workers who do not have a deep understanding of advanced technologies and previous experiences, and who know only superficially, but praise themselves that it is okay to stop, and bring their own false claims to the guidance process.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	Even if you study in depth for 100 nights, the reality is that there are many unknown problems in the business process.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	However, how well can you do if you go to the field and provide guidance with knowledge and skills that have not been steadily developed?.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	It is highly unlikely that innovative results will be achieved in a place with such workers.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	The party consistently emphasizes that workers have professional qualifications and high skills.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	Today, in the era of science and technology, the word “just roughly” can never be used in improving the practical skills of workers.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	Workers who are passionate about learning science and technology should pause for a moment and objectively evaluate their own learning methods and effectiveness.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	Am I learning science and technology effectively?, Have I been caught up in formalism without even knowing it?.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	What is lacking? We often hear that some workers are unable to properly learn science and technology due to lack of time.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	Of course, it is true that workers who have heavy duties and a lot of work to do are busier than anyone else.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	However, if we just wait for the time to pass, how can we raise our scientific and technological capabilities to the level that the party wants?.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	In fact, whether or not you make time to acquire scientific technology depends entirely on your own enthusiasm and is not a job-related issue.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	If we look around us, there are countless workers who save time and study hard despite being busy.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	２０２２Just looking at the workers who received excellent evaluations in the political practical ability evaluation held during a special training session for workers in the party life guidance department of the organization department of each level of the party committee of the Workers' Party of Korea in July 2018, there is not a single worker with extra time left.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	Rather, I am busier than other people and don't have enough time.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	The question is, what perspective do you have and with what zeal do you stick to it?	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	polymath, If you look at the workers who are called talented people, they all consider improving practical skills as a vital issue that depends on the fate of their unit and party policy, and they do not put down their books even in their free time.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	As times progress, the demand for a group of scientific and technological skills is increasing.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	It is clear that if we fail to keep pace with this trend and continue to waste time, the party will never be able to reach the desired heights.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	what is lacking.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	This is a question of the times that workers who are unable to pay due attention to improving their skills must ponder again.	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	What is actually lacking?, Is it time or enthusiasm??	data\corpus\raw\url_c64a0a325176.corpus	1
raw_5f19b02869	ko_kp	Headquarters reporter Lee Ho-seong	data\corpus\raw\url_c64a0a325176.corpus	1
raw_e277181624	ko_kp	Rodong Newspaper Rodong Newspaper Rodong Newspaper Friday, May 29, 2026, page 3 [There is a photo] We are working to raise the level of party cell secretaries.	data\corpus\raw\url_c6e67c74c80d.corpus	1
raw_e277181624	ko_kp	-At Ryongcheon Mine, Dancheon District General Bureau of Mining.- Photographed by Headquarters Reporter Jang Seong-bok	data\corpus\raw\url_c6e67c74c80d.corpus	1
raw_a252812421	ko_kp	Rodong Newspaper Rodong Newspaper Rodong Newspaper Friday, May 29, 2026, page 1 [There is a photo] The vitality of local development policies in the new era is being demonstrated day by day. Dear Comrade Kim Jong-un said the following at the new local industrial factories that have emerged amidst the party’s benevolence.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	《local standard of living, The degree of civilization of a region is established as an important measure of the degree of development of our style of socialism.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	》 The vitality of local development policies in the new era is being demonstrated more and more every day.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	With the intention of actively contributing to improving the people's lives, the officials and workers of new local industrial plants that have risen up under the party's benevolence are focusing on developing new products and improving quality, and are sounding the same note of production.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	The workers and employees of the Unsan-gun Food Factory are creating more new products that are unique to their region., We are waging a vigorous struggle to produce higher quality products.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	The factory makes pine nut candy using pine nuts that are common in the region., pine nut shavings, It produces various pine nut processed products, including pine nut snacks, and is well-received by the military community.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	The factory workers were not satisfied with this and decided to produce a more nutritious and tasty product., We are carrying out a planned variety expansion project while deepening research to produce specialty products that represent the county.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	In addition, quality competition, We are deeply committed to the party's intention to actively engage in development competition and are putting great effort into ensuring that employees fulfill their role as owners of new product development and quality improvement projects.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	《National Food Exhibition-２０２６》Various exhibitions held in Pyongyang city and province, including, Technician at the fair, We actively encourage skilled workers to participate and learn about new product development results and experiences from other regions and units.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	In particular, with the goal of making pine nut processed products an exclusive indicator that brings out the characteristics of the region, we are actively conducting a technological innovation movement by actively exploring ways to further improve the quality in cooperation with the relevant scientific research units.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Meanwhile, a reasonable pine nut processing method was discovered to further improve the taste and quality of the product and to produce nutritious pine nut juice., We are making substantial progress in our business to develop new products, including pine nut porridge.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	The number of products continues to increase due to the great enthusiasm of those who want to release at least one more popular product that can compete with the central product.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	The workers and employees of the Hamju-gun daily necessities factory, who actively engaged in technology competition to increase the variety, focused on developing new products with the enthusiasm to contribute to the improvement of the lives of the people in the county, and achieved the result of increasing the number of products by 10 times the number at the time of operation.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	They are fanning the flames of technological innovation under the view that the number of products must be constantly increased in order to satisfy the diverse needs of the people in the county.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Various injection molding machines and molding machines, Dozens of new types of molds were manufactured and installed and powdered soap was manufactured., face soap, shampoo, We are significantly increasing production by establishing a new rinse production process.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Recently, we have laid the foundation for improving the quality of wood products by remodeling our facilities based on our own technological capabilities.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	The factory frequently organizes competitions in which all employees participate, and actively promotes feasible new ideas so that they can lead to great results.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	In addition, we operate the science and technology supply office effectively so that employees can acquire and actively utilize new technologies in their fields.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Meanwhile, we are regularly holding technical review meetings at least once a month while strengthening the technical capabilities of factories and increasing the demand for them to come up with at least one technological innovation plan that contributes to quality improvement and new product development.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Today, the factory has the foundation to produce household resin products, consumer goods needed to improve the lives of citizens, and resin pipes of various specifications as desired.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Now, without being arrogant about the achievements they have made, they continue to strive with the goal of increasing the number of products to more than 100 by accelerating the development of new products.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Actively engaging in socialist competition, the Seongcheon-gun clothing factory was divided into separate work groups., We are actively engaging in socialist competition among skilled trades.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Now, factory workers and employees are focusing on improving quality and diversifying products., We are striving to realize diversification so that citizens can fully experience the vitality of our party's new era local development policy.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Factory workers are deeply mindful of the importance of heightening the competitive atmosphere in pushing forward unit development and are carrying out this project with the right methodology.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	In particular, the competition outline is written correctly and the summary and evaluation are done according to the actual situation.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Installed at the production site in the factory TVDaily production performance of all employees is disclosed on the screen and work group competition meetings are held weekly., In February, a factory-level socialist competition meeting is held to heighten the public's enthusiasm for competition.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	As a result, employees are working hard to improve their technical skills, and their parents and siblings are working hard to improve their technical skills., We put the utmost care into each product as if we were dressing our children.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Also, at the factory, a draftsman, We are carrying out projects methodically in various formats to increase the demand for technical preparation staff to come up with clothing designs that suit the tastes and preferences of residents and that are refreshing to look at, while broadening their perspective.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	During this process, the factory produced many clothing products and sent them to workers in charge of major construction projects, including military construction brigades, and made strides in clothing processing technology and new product development.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	The workers and employees of the factory, which has produced dozens of new products this year and received positive reviews from residents, are not arrogant about their achievements and are further escalating socialist competition to revitalize production.	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_a252812421	ko_kp	Headquarters Reporter Choi Hyeon-kyung -In Jeongpyeong-gun- -In Sinpo City- -At the Euncheon-gun food factory- -At the Jangyeon-gun food factory- Taken by a reporter at headquarters	data\corpus\raw\url_d0c6c70f8dd9.corpus	1
raw_56045e229e	ko_kp	Rodong Newspaper Rodong Newspaper Rodong Newspaper Friday, May 29, 2026 Page 1 The central task to be tackled in party construction Let's put priority on political construction Strengthening the party, the general staff of the revolution, and constantly enhancing its leadership role are decisive guarantees for the victory of the socialist cause.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	At the 9th Congress of the Party, the Respected Comrade General Secretary presented as the central task to be pursued in party construction during the 9th term of the Party Central Committee to achieve groundbreaking improvements in the strengthening and development of the Party by devising and perfectly implementing scientific, realistic and detailed measures to implement the principles and demands of the Five Great Party Building Platforms for the New Era in the Party's work and activities.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	What is important in further strengthening and developing the party into a revolutionary staff with high leadership status and leadership power is to give priority to political construction.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	《Continuously deepening political construction and strengthening the party's fighting power., By strengthening the leadership in every possible way, the patriotic passion and wisdom of the entire people can be strengthened under the sole leadership of the Party Central Committee., We must ensure that the power and potential of all sectors are focused on the all-round development of socialism.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	》 In short, political construction of the party is the project of strengthening the party politically.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	In other words, it is a project to solidify a revolutionary political climate within the party that centers on the uniqueness of ideology and leadership and to acquire the stature and prestige of a leading political organization.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	The project of strengthening and developing the party into an invincible revolutionary party with a solid monolithic leadership system and extraordinary organizational power and leadership skills is realized through the political construction of the party.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Therefore, in order for our party to forever maintain its dignity and grandeur as a ruling party with absolute authority and mature leadership, it must pay primary attention to firmly maintaining and consolidating its unique political climate that centers on the uniqueness of ideology and leadership, and must establish and strengthen the system and foundation that can carry out its leadership functions and roles.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Above all, we must deepen the work to establish the central leadership system of the Party at a new height.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	The monolithic leadership system of the party center is the backbone of our party's leadership, the core of its political style, and the foundation of the party's high dignity and strong fighting power.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Our party has long since deeply understood the importance of establishing discipline within the party to think and act as one under the leader's ideology and leadership, and has established the leader's unique ideological system throughout the party., A unique leadership system was thoroughly established.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Therefore, the revolution and construction were able to move forward victoriously without any moment of stagnation or stagnation over dozens of long days.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	The Party's intention is that there can be no completion in the project of establishing a monolithic leadership system of the Party Central Committee and that it must be continuously deepened at new heights.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Party organizations must unconditionally implement the Party's ideas and decisions, handle all issues arising from party work and activities strictly in accordance with the Party Central Committee's conclusions, and continue to carry out in depth the work of establishing strict order and discipline to operate as one under the sole leadership of the Party Central Committee.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	We must further strengthen the education of officials, party members, and workers so that the monolithic leadership system of the party center is constantly strengthened based on the passionate loyalty of the public, even as the situation changes and time passes.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Party committees at each level are the highest leadership bodies of the respective units., We must accurately carry out our functions and roles as a political staff.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Party committees at each level are held at the regional level., As the highest guidance agency of the unit organized according to the production and business unit, it has the mission of taking responsibility for, organizing and guiding the overall business for implementing the party's policies.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Party committees are the highest leadership bodies of the respective units., All regions must satisfactorily perform their functions and roles as a political staff., The work of all units is carried out according to the intention of the Party Central Committee, so that the Party's political leadership in all areas of revolution and construction can be firmly realized.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Party committees, in principle, educate party members and workers about the true nature of the party's ideology and line and the importance of their implementation., We must prepare them to be thorough advocates of implementing the Party's policies by providing accurate explanations to the public and conducting thorough organizational work.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	In addition, institutions and organizations in each region and unit, We must strictly adhere to the system and order of controlling all organizations and providing unified leadership and control, actively promote democracy within the party, and properly proceed with all projects under the collective guidance of the party committee.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Business with people who carry out our business thoroughly, Implementation of administration through political activities, We must thoroughly overcome administrative agency.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	All party members must have high political awareness and fulfill their role as political activists.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Just as the walls are strong only when the stones are strong, each member of the party is a self-aware vanguard., Only by thinking and fighting at a high level as a political activist can the party successfully carry out its mission and role as a political staff.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	The party's trust and expectations for our party members are very high in the struggle to implement the decisions of the 9th Party Congress.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Party members believe in the party, They must always be aware of the call of the times and continuously improve their political sensitivity and level of political theory through consistent learning and self-discipline. By doing so, they must take on a heavy burden and play a leading role in opening a breakthrough to solve the problems the party is concerned about and hoping for.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Party organizations have efficiently improved the method of operating party meetings in line with the demands of actual development, so that the process of preparing and conducting party meetings serves as an opportunity to raise political awareness among the party members., It is a process of political activity in which one fulfills one's party membership obligations and exercises one's rights., It must be a process that helps implement party decisions through conscious enthusiasm and creative opinions.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Correctly combining leadership and the public has always been an essential issue in the party's political leadership.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Party organizations and workers must actively implement in today's party work and activities the powerful leadership methods that our Party has created and confirmed its vitality during its long struggle to lead revolution and construction, thereby further developing and enriching them.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	And how to create and generalize new development standards and examples and lead the way., Learn along, By putting into practice the excellent methods created in the new era, including the experience exchange movement, the patriotism of the masses and the power and potential of all sectors must be fully focused on executing party decisions.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	In particular, officials and party members should serve the people devotedly and serve as mirrors for the public, actively encouraging and cultivating the virtues and good manners of helping and leading each other within the group, so that noble virtues and affection are constantly sublimated everywhere.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	All party organizations and workers, Party members understand the importance and significance of the party's political construction., We must once again deeply recognize the originality and legitimacy of that theory and fulfill our responsibility and duty in further strengthening and developing the Workers' Party of Korea into a politically mature party.	data\corpus\raw\url_f119ed45a0a9.corpus	1
raw_56045e229e	ko_kp	Headquarters Reporter	data\corpus\raw\url_f119ed45a0a9.corpus	1
